time,Vin,taco,pote,pin8
0,0,0.00366300366300365,2.23931623931624,0.52991452991453
0.02,0,0.00122100122100122,2.24908424908425,0.500610500610501
0.04,0,0.00366300366300365,2.23931623931624,0.505494505494505
0.06,0,0.00122100122100122,2.23931623931624,0.559218559218559
0.08,0,0.00366300366300365,2.23931623931624,0.515262515262515
0.1,0,0.00122100122100122,2.24908424908425,0.500610500610501
0.12,0,0.00366300366300365,2.23931623931624,0.534798534798535
0.14,0,0.00122100122100122,2.24908424908425,0.559218559218559
0.16,0,0.00366300366300365,2.25396825396825,0.515262515262515
0.18,0,0.00366300366300365,2.24420024420024,0.51037851037851
0.2,0,0.00366300366300365,2.24420024420024,0.544566544566544
0.22,0,0.00366300366300365,2.24420024420024,0.564102564102564
0.24,0,0.00366300366300365,2.23931623931624,0.505494505494505
0.26,0,0.00366300366300365,2.24420024420024,0.554334554334554
0.28,0,0.00366300366300365,2.24908424908425,0.534798534798535
0.3,0,0.00366300366300365,2.24420024420024,0.53968253968254
0.32,0,0.00366300366300365,2.23931623931624,0.534798534798535
0.34,0,0.00366300366300365,2.25396825396825,0.554334554334554
0.36,0,-0.0158730158730158,2.23443223443223,0.525030525030525
0.38,0,0.00122100122100122,2.24420024420024,0.53968253968254
0.4,0,0.00122100122100122,2.24420024420024,0.554334554334554
0.42,0,0.00122100122100122,2.24420024420024,0.515262515262515
0.44,0,0.00366300366300365,2.24420024420024,0.554334554334554
0.46,0,0.00366300366300365,2.25396825396825,0.549450549450549
0.48,0,0.00366300366300365,2.24420024420024,0.554334554334554
0.5,0,0.00366300366300365,2.23931623931624,0.51037851037851
0.52,0,0.00122100122100122,2.23931623931624,0.544566544566544
0.54,0,0.00122100122100122,2.24420024420024,0.534798534798535
0.56,0,-0.00122100122100122,2.24420024420024,0.534798534798535
0.58,0,0.00122100122100122,2.23931623931624,0.515262515262515
0.6,0,0.00366300366300365,2.24420024420024,0.559218559218559
0.62,0,0.00366300366300365,2.24908424908425,0.554334554334554
0.64,0,0.00366300366300365,2.24420024420024,0.505494505494505
0.66,0,0.00366300366300365,2.23931623931624,0.53968253968254
0.68,0,0.00366300366300365,2.23931623931624,0.544566544566544
0.7,0,0.00366300366300365,2.24420024420024,0.52991452991453
0.72,0,0.00366300366300365,2.24420024420024,0.544566544566544
0.74,0,0.00366300366300365,2.23931623931624,0.51037851037851
0.76,0,0.00366300366300365,2.24420024420024,0.51037851037851
0.78,0,0.00366300366300365,2.24420024420024,0.52014652014652
0.8,0,0.00366300366300365,2.24420024420024,0.51037851037851
0.82,0,0.00366300366300365,2.24908424908425,0.544566544566544
0.84,0,0.00366300366300365,2.24420024420024,0.53968253968254
0.86,0,0.00122100122100122,2.23931623931624,0.534798534798535
0.88,0,0.00366300366300365,2.23931623931624,0.544566544566544
0.9,0,0.00366300366300365,2.24420024420024,0.52014652014652
0.92,0,0.00122100122100122,2.24420024420024,0.549450549450549
0.94,0,0.00366300366300365,2.24420024420024,0.495726495726496
0.96,0,0.00366300366300365,2.23931623931624,0.525030525030525
0.98,0,0.00366300366300365,2.24420024420024,0.573870573870574
1,0.7,0.00366300366300365,2.24420024420024,0.544566544566544
1.02,0.7,0.00610500610500608,2.25885225885226,0.295482295482296
1.04,0.7,0.028083028083028,2.24420024420024,0.388278388278389
1.06,0.7,0.0354090354090353,2.39072039072039,0.315018315018316
1.08,0.7,0.045177045177045,2.3956043956044,0.32967032967033
1.1,0.7,0.0525030525030523,2.42490842490843,0.300366300366301
1.12,0.7,0.0720390720390718,2.52747252747253,0.310134310134311
1.14,0.7,0.0720390720390718,2.65934065934066,0.280830280830282
1.16,0.7,0.0891330891330888,2.72771672771673,0.437118437118437
1.18,0.7,0.101343101343101,2.84493284493285,0.251526251526251
1.2,0.7,0.115995115995116,3.01098901098901,0.290598290598291
1.22,0.7,0.123321123321123,3.1037851037851,0.266178266178267
1.24,0.7,0.133089133089134,3.26007326007326,0.178266178266178
1.26,0.7,0.150183150183151,3.6019536019536,0.334554334554335
1.28,0.7,0.162393162393163,3.74847374847375,0.256410256410257
1.3,0.7,0.174603174603175,4.01221001221001,0.315018315018316
1.32,0.7,0.177045177045177,4.21245421245421,0.246642246642246
1.34,0.7,0.186813186813187,4.40781440781441,0.188034188034187
1.36,0.7,0.196581196581197,4.6031746031746,0.217338217338217
1.38,0.7,0.199023199023199,4.82295482295482,0.295482295482296
1.4,0.7,0.213675213675214,0.144078144078144,0.168498168498168
1.42,0.7,0.225885225885226,0.00244200244200243,0.0219780219780219
1.44,0.7,0.216117216117216,0.554334554334554,0.217338217338217
1.46,0.7,0.255189255189255,0.876678876678877,0.251526251526251
1.48,0.7,0.255189255189255,1.14529914529914,0.256410256410257
